"site","date","pm2.5"
"richmond","12/11/2004",1.3
"earlwood","12/11/2004",3.5
"chullora","12/11/2004",3.4
"earlwood","13/11/2004",2.7
"liverpool","13/11/2004",5.2
"chullora","13/11/2004",3.1
"richmond","13/11/2004",1.8
"liverpool","14/11/2004",3.6
"chullora","14/11/2004",2.9
"richmond","14/11/2004",2.5
"earlwood","14/11/2004",2.5
"liverpool","15/11/2004",5.2
"earlwood","15/11/2004",4.6
"richmond","15/11/2004",3.2
"chullora","15/11/2004",5
"liverpool","16/11/2004",12.1
"earlwood","16/11/2004",7.7
"richmond","16/11/2004",7
"chullora","16/11/2004",8.4
"earlwood","17/11/2004",8.2
"liverpool","17/11/2004",15
"chullora","17/11/2004",9.6
"richmond","17/11/2004",9.5
"earlwood","18/11/2004",11.9
"richmond","18/11/2004",8.1
"liverpool","18/11/2004",15.7
"chullora","18/11/2004",13.3
"liverpool","19/11/2004",11.3
"richmond","19/11/2004",7.4
"chullora","19/11/2004",10.1
"earlwood","19/11/2004",8.6
"earlwood","20/11/2004",5.1
"chullora","20/11/2004",4.8
"richmond","20/11/2004",4.2
"liverpool","20/11/2004",6.6
"liverpool","21/11/2004",7.2
"richmond","21/11/2004",3.6
"earlwood","21/11/2004",4.3
"chullora","21/11/2004",4.2
"earlwood","22/11/2004",7.1
"liverpool","22/11/2004",9.4
"richmond","22/11/2004",5.3
"chullora","22/11/2004",7.1
"chullora","23/11/2004",6.1
"liverpool","23/11/2004",7.9
"earlwood","23/11/2004",5
"richmond","23/11/2004",5.1
"richmond","24/11/2004",3.7
"liverpool","24/11/2004",5.5
"chullora","24/11/2004",4.7
"earlwood","24/11/2004",3.4
"richmond","25/11/2004",3.3
"liverpool","25/11/2004",4
"earlwood","25/11/2004",3.1
"chullora","25/11/2004",3.4
"liverpool","26/11/2004",11.1
"chullora","26/11/2004",9.3
"richmond","26/11/2004",5.4
"earlwood","26/11/2004",7.8
"richmond","27/11/2004",7.2
"chullora","27/11/2004",13.1
"liverpool","27/11/2004",15.6
"earlwood","27/11/2004",13.5
"liverpool","28/11/2004",12.3
"richmond","28/11/2004",7.8
"earlwood","28/11/2004",10.6
"chullora","28/11/2004",11
"earlwood","29/11/2004",4.1
"richmond","29/11/2004",3.6
"chullora","29/11/2004",4.9
"liverpool","29/11/2004",8.5
"richmond","30/11/2004",3.5
"liverpool","30/11/2004",15.7
"earlwood","30/11/2004",12.3
"chullora","30/11/2004",13.9
"liverpool","01/12/2004",21.4
"earlwood","01/12/2004",12.8
"chullora","01/12/2004",14.8
"richmond","01/12/2004",12.4
"liverpool","02/12/2004",9
"richmond","02/12/2004",5.8
"earlwood","02/12/2004",5.1
"chullora","02/12/2004",6.1
"richmond","03/12/2004",3.5
"earlwood","03/12/2004",3
"liverpool","03/12/2004",5.8
"chullora","03/12/2004",3.9
"earlwood","04/12/2004",2.1
"chullora","04/12/2004",3
"richmond","04/12/2004",3
"liverpool","04/12/2004",4.5
"earlwood","05/12/2004",4.1
"liverpool","05/12/2004",7.8
"richmond","05/12/2004",4.7
"chullora","05/12/2004",4.9
"earlwood","06/12/2004",6.5
"chullora","06/12/2004",7.9
"richmond","06/12/2004",5.5
"liverpool","06/12/2004",9.2
"earlwood","07/12/2004",6.1
"chullora","07/12/2004",6.8
"liverpool","07/12/2004",10.4
"richmond","07/12/2004",7.2
"earlwood","08/12/2004",7.4
"richmond","08/12/2004",6.4
"chullora","08/12/2004",8.7
"liverpool","08/12/2004",12.2
"liverpool","09/12/2004",9.1
"richmond","09/12/2004",5.2
"earlwood","09/12/2004",7.4
"chullora","09/12/2004",7.5
"chullora","10/12/2004",7.5
"richmond","10/12/2004",4.5
"liverpool","10/12/2004",7.6
"earlwood","10/12/2004",4.9
"richmond","11/12/2004",2.5
"chullora","11/12/2004",5
"liverpool","11/12/2004",3.9
"earlwood","11/12/2004",3.8
"liverpool","12/12/2004",6.1
"earlwood","12/12/2004",4.1
"chullora","12/12/2004",4.8
"richmond","12/12/2004",3.9
"earlwood","13/12/2004",5.2
"liverpool","13/12/2004",6.1
"richmond","13/12/2004",3.2
"chullora","13/12/2004",6.9
"liverpool","14/12/2004",4.4
"richmond","14/12/2004",2.4
"chullora","14/12/2004",5.6
"earlwood","14/12/2004",5.6
"liverpool","15/12/2004",6.7
"richmond","15/12/2004",8.6
"chullora","15/12/2004",5.8
"earlwood","15/12/2004",5.5
"chullora","16/12/2004",6.7
"liverpool","16/12/2004",9.4
"richmond","16/12/2004",5.8
"earlwood","16/12/2004",6.1
"liverpool","17/12/2004",10.1
"earlwood","17/12/2004",7.5
"richmond","17/12/2004",8
"chullora","17/12/2004",8.9
"earlwood","18/12/2004",6.7
"chullora","18/12/2004",5.8
"liverpool","18/12/2004",8.4
"richmond","18/12/2004",7.1
"richmond","19/12/2004",6.9
"liverpool","19/12/2004",10.6
"earlwood","19/12/2004",8.5
"chullora","19/12/2004",9.6
"richmond","20/12/2004",7.8
"chullora","20/12/2004",7
"earlwood","20/12/2004",6.8
"liverpool","20/12/2004",10.4
"liverpool","21/12/2004",10.7
"chullora","21/12/2004",10.2
"richmond","21/12/2004",5.8
"earlwood","21/12/2004",7.1
"chullora","22/12/2004",7.2
"richmond","22/12/2004",9.1
"earlwood","22/12/2004",6.8
"liverpool","22/12/2004",11.5
"earlwood","23/12/2004",8
"liverpool","23/12/2004",12.2
"richmond","23/12/2004",7.8
"chullora","23/12/2004",7.7
"richmond","24/12/2004",NA
"earlwood","24/12/2004",13.3
"liverpool","24/12/2004",14
"chullora","24/12/2004",12.4
"earlwood","25/12/2004",7.6
"liverpool","25/12/2004",10
"richmond","25/12/2004",NA
"chullora","25/12/2004",7
"liverpool","26/12/2004",6.9
"richmond","26/12/2004",NA
"chullora","26/12/2004",4.4
"earlwood","26/12/2004",4.5
"liverpool","27/12/2004",8.9
"earlwood","27/12/2004",6.6
"chullora","27/12/2004",6.1
"richmond","27/12/2004",NA
"richmond","28/12/2004",NA
"liverpool","28/12/2004",3.9
"earlwood","28/12/2004",3.4
"chullora","28/12/2004",2.6
"earlwood","29/12/2004",3.5
"chullora","29/12/2004",3.4
"richmond","29/12/2004",2.6
"liverpool","29/12/2004",4.7
"earlwood","30/12/2004",3.1
"liverpool","30/12/2004",3.6
"richmond","30/12/2004",2
"chullora","30/12/2004",2.6
"liverpool","31/12/2004",6.8
"richmond","31/12/2004",3.1
"chullora","31/12/2004",4.7
"earlwood","31/12/2004",6
"richmond","01/01/2005",6.3
"chullora","01/01/2005",9
"earlwood","01/01/2005",10.4
"liverpool","01/01/2005",13.2
"earlwood","02/01/2005",8.9
"richmond","02/01/2005",11.5
"chullora","02/01/2005",9.2
"liverpool","02/01/2005",13.4
"liverpool","03/01/2005",10.3
"richmond","03/01/2005",8.6
"chullora","03/01/2005",7.2
"earlwood","03/01/2005",7.5
"chullora","04/01/2005",8.8
"richmond","04/01/2005",7
"liverpool","04/01/2005",8.6
"earlwood","04/01/2005",7.7
"liverpool","05/01/2005",6.3
"earlwood","05/01/2005",7.3
"richmond","05/01/2005",3.3
"chullora","05/01/2005",6.1
"earlwood","06/01/2005",3.8
"richmond","06/01/2005",NA
"chullora","06/01/2005",4.3
"liverpool","06/01/2005",4.7
"chullora","07/01/2005",4.9
"liverpool","07/01/2005",6
"earlwood","07/01/2005",3.8
"richmond","07/01/2005",3.3
"earlwood","08/01/2005",4.5
"chullora","08/01/2005",4.2
"liverpool","08/01/2005",5.4
"richmond","08/01/2005",4.2
"richmond","09/01/2005",2.6
"liverpool","09/01/2005",3.1
"chullora","09/01/2005",2.6
"earlwood","09/01/2005",2.4
"liverpool","10/01/2005",3.4
"chullora","10/01/2005",2.9
"earlwood","10/01/2005",2.7
"richmond","10/01/2005",3.1
"earlwood","11/01/2005",3.9
"liverpool","11/01/2005",8
"richmond","11/01/2005",3.2
"chullora","11/01/2005",5
"earlwood","12/01/2005",10.3
"liverpool","12/01/2005",21
"richmond","12/01/2005",10.8
"chullora","12/01/2005",15.6
"liverpool","13/01/2005",17.9
"chullora","13/01/2005",13.3
"richmond","13/01/2005",17.4
"earlwood","13/01/2005",13.2
"richmond","14/01/2005",9.5
"chullora","14/01/2005",13.5
"liverpool","14/01/2005",17.6
"earlwood","14/01/2005",11.8
"earlwood","15/01/2005",8.8
"chullora","15/01/2005",8.6
"richmond","15/01/2005",10.2
"liverpool","15/01/2005",13.6
"richmond","16/01/2005",6
"earlwood","16/01/2005",6
"chullora","16/01/2005",5.8
"liverpool","16/01/2005",5.4
"richmond","17/01/2005",3.2
"chullora","17/01/2005",3.6
"earlwood","17/01/2005",4.3
"liverpool","17/01/2005",1.1
"earlwood","18/01/2005",3.9
"richmond","18/01/2005",3.3
"liverpool","18/01/2005",-0.9
"chullora","18/01/2005",5.1
"earlwood","19/01/2005",6.1
"richmond","19/01/2005",NA
"chullora","19/01/2005",6.8
"liverpool","19/01/2005",NA
"earlwood","20/01/2005",6.1
"richmond","20/01/2005",2.8
"liverpool","20/01/2005",NA
"chullora","20/01/2005",6
"liverpool","21/01/2005",NA
"richmond","21/01/2005",4.2
"chullora","21/01/2005",5.8
"earlwood","21/01/2005",5.1
"earlwood","22/01/2005",5.2
"liverpool","22/01/2005",2.4
"chullora","22/01/2005",5.4
"richmond","22/01/2005",6.8
"earlwood","23/01/2005",4
"richmond","23/01/2005",3.4
"chullora","23/01/2005",4
"liverpool","23/01/2005",1.7
"richmond","24/01/2005",3.9
"chullora","24/01/2005",5.3
"liverpool","24/01/2005",NA
"earlwood","24/01/2005",5.1
"liverpool","25/01/2005",NA
"chullora","25/01/2005",3.9
"richmond","25/01/2005",2.4
"earlwood","25/01/2005",4.3
"richmond","26/01/2005",2.7
"chullora","26/01/2005",3.1
"liverpool","26/01/2005",2.5
"earlwood","26/01/2005",3.5
"chullora","27/01/2005",5.3
"richmond","27/01/2005",3.1
"earlwood","27/01/2005",4.9
"liverpool","27/01/2005",NA
"chullora","28/01/2005",5.1
"liverpool","28/01/2005",NA
"earlwood","28/01/2005",4.4
"richmond","28/01/2005",NA
"richmond","29/01/2005",3
"liverpool","29/01/2005",2.7
"chullora","29/01/2005",3.7
"earlwood","29/01/2005",3.3
"liverpool","30/01/2005",4.1
"richmond","30/01/2005",3.4
"chullora","30/01/2005",3.2
"earlwood","30/01/2005",3.1
"chullora","31/01/2005",5.3
"earlwood","31/01/2005",4.7
"richmond","31/01/2005",4.3
"liverpool","31/01/2005",2.1
"richmond","01/02/2005",6
"chullora","01/02/2005",7.8
"liverpool","01/02/2005",5.9
"earlwood","01/02/2005",6.9
"liverpool","02/02/2005",NA
"earlwood","02/02/2005",3.4
"richmond","02/02/2005",NA
"chullora","02/02/2005",4.9
"chullora","03/02/2005",5.4
"earlwood","03/02/2005",3.3
"liverpool","03/02/2005",1.5
"richmond","03/02/2005",NA
"earlwood","04/02/2005",8.3
"liverpool","04/02/2005",3.6
"richmond","04/02/2005",2.1
"chullora","04/02/2005",6.1
"liverpool","05/02/2005",3.9
"richmond","05/02/2005",NA
"chullora","05/02/2005",6.1
"earlwood","05/02/2005",6.9
"richmond","06/02/2005",3.9
"liverpool","06/02/2005",6.2
"earlwood","06/02/2005",6.9
"chullora","06/02/2005",6.6
"chullora","07/02/2005",10.2
"liverpool","07/02/2005",5.7
"richmond","07/02/2005",6.2
"earlwood","07/02/2005",10.1
"liverpool","08/02/2005",8.3
"earlwood","08/02/2005",12.9
"richmond","08/02/2005",2.9
"chullora","08/02/2005",13
"earlwood","09/02/2005",8.3
"richmond","09/02/2005",8.4
"chullora","09/02/2005",8.4
"liverpool","09/02/2005",4.6
"liverpool","10/02/2005",2.8
"earlwood","10/02/2005",3.6
"chullora","10/02/2005",3.8
"richmond","10/02/2005",3
"earlwood","11/02/2005",5.4
"richmond","11/02/2005",3.2
"chullora","11/02/2005",5.4
"liverpool","11/02/2005",3.4
"liverpool","12/02/2005",4.8
"richmond","12/02/2005",6.6
"chullora","12/02/2005",6.1
"earlwood","12/02/2005",6.8
"liverpool","13/02/2005",1.8
"richmond","13/02/2005",4.6
"chullora","13/02/2005",3.8
"earlwood","13/02/2005",5.2
"earlwood","14/02/2005",6.4
"richmond","14/02/2005",4.8
"chullora","14/02/2005",6.2
"liverpool","14/02/2005",4.7
"chullora","15/02/2005",9.3
"earlwood","15/02/2005",9.8
"liverpool","15/02/2005",8.7
"richmond","15/02/2005",6.7
"earlwood","16/02/2005",5
"liverpool","16/02/2005",3.2
"richmond","16/02/2005",6.6
"chullora","16/02/2005",5.5
"liverpool","17/02/2005",3.4
"richmond","17/02/2005",5.1
"chullora","17/02/2005",6.8
"earlwood","17/02/2005",6.3
"chullora","18/02/2005",7.9
"richmond","18/02/2005",4.5
"liverpool","18/02/2005",4.6
"earlwood","18/02/2005",7.6
"earlwood","19/02/2005",10.7
"richmond","19/02/2005",6.8
"chullora","19/02/2005",10.2
"liverpool","19/02/2005",9
"richmond","20/02/2005",NA
"liverpool","20/02/2005",7.2
"chullora","20/02/2005",5
"earlwood","20/02/2005",4.7
"richmond","21/02/2005",NA
"chullora","21/02/2005",8.7
"earlwood","21/02/2005",7.9
"liverpool","21/02/2005",5.9
"liverpool","22/02/2005",4.9
"richmond","22/02/2005",4.8
"earlwood","22/02/2005",5.4
"chullora","22/02/2005",6.7
"chullora","23/02/2005",5.6
"richmond","23/02/2005",2.7
"earlwood","23/02/2005",5
"liverpool","23/02/2005",5.1
"earlwood","24/02/2005",8.6
"liverpool","24/02/2005",10.1
"chullora","24/02/2005",8.9
"richmond","24/02/2005",7.4
"liverpool","25/02/2005",17.5
"richmond","25/02/2005",17.1
"chullora","25/02/2005",20.1
"earlwood","25/02/2005",18.1
"richmond","26/02/2005",13.4
"earlwood","26/02/2005",9.4
"liverpool","26/02/2005",11.3
"chullora","26/02/2005",9
"chullora","27/02/2005",3.6
"earlwood","27/02/2005",3.8
"richmond","27/02/2005",4
"liverpool","27/02/2005",3.8
"richmond","28/02/2005",5.5
"chullora","28/02/2005",6.8
"earlwood","28/02/2005",5.6
"liverpool","28/02/2005",6.2
"earlwood","01/03/2005",9.1
"liverpool","01/03/2005",6.9
"richmond","01/03/2005",3.8
"chullora","01/03/2005",5.8
"chullora","02/03/2005",8.9
"richmond","02/03/2005",6.3
"liverpool","02/03/2005",8.3
"earlwood","02/03/2005",8.7
"earlwood","03/03/2005",8.3
"chullora","03/03/2005",9.9
"richmond","03/03/2005",7.7
"liverpool","03/03/2005",9.6
"richmond","04/03/2005",7.2
"chullora","04/03/2005",8.3
"liverpool","04/03/2005",6.8
"earlwood","04/03/2005",7.2
"richmond","05/03/2005",3
"liverpool","05/03/2005",4.2
"chullora","05/03/2005",4.7
"earlwood","05/03/2005",4.9
"richmond","06/03/2005",4.4
"chullora","06/03/2005",2.8
"liverpool","06/03/2005",3
"earlwood","06/03/2005",4.4
"earlwood","07/03/2005",6.1
"chullora","07/03/2005",5.8
"richmond","07/03/2005",4.1
"liverpool","07/03/2005",6.6
"earlwood","08/03/2005",4.8
"liverpool","08/03/2005",8.7
"richmond","08/03/2005",5.5
"chullora","08/03/2005",7
"chullora","09/03/2005",6.7
"richmond","09/03/2005",5.9
"earlwood","09/03/2005",5.5
"liverpool","09/03/2005",8.2
"earlwood","10/03/2005",NA
"liverpool","10/03/2005",9.1
"richmond","10/03/2005",7.8
"chullora","10/03/2005",8.4
"earlwood","11/03/2005",6.3
"liverpool","11/03/2005",8
"richmond","11/03/2005",6.7
"chullora","11/03/2005",6.7
"chullora","12/03/2005",6.1
"richmond","12/03/2005",6
"earlwood","12/03/2005",5.8
"liverpool","12/03/2005",8.7
"chullora","13/03/2005",4.7
"liverpool","13/03/2005",5.3
"richmond","13/03/2005",4.3
"earlwood","13/03/2005",3.3
"richmond","14/03/2005",4.8
"chullora","14/03/2005",6.8
"liverpool","14/03/2005",6.2
"earlwood","14/03/2005",4.1
"chullora","15/03/2005",7.8
"richmond","15/03/2005",7.4
"earlwood","15/03/2005",6
"liverpool","15/03/2005",10.6
"earlwood","16/03/2005",6.5
"liverpool","16/03/2005",10.8
"richmond","16/03/2005",10.8
"chullora","16/03/2005",6.9
"liverpool","17/03/2005",2
"chullora","17/03/2005",2.8
"earlwood","17/03/2005",1.8
"richmond","17/03/2005",0.9
"richmond","18/03/2005",1
"chullora","18/03/2005",3.4
"earlwood","18/03/2005",1.9
"liverpool","18/03/2005",2.7
"liverpool","19/03/2005",1.9
"richmond","19/03/2005",1.5
"chullora","19/03/2005",2.6
"earlwood","19/03/2005",2
"earlwood","20/03/2005",1.7
"liverpool","20/03/2005",1.5
"richmond","20/03/2005",1.3
"chullora","20/03/2005",NA
"earlwood","21/03/2005",1.4
"richmond","21/03/2005",1.3
"chullora","21/03/2005",NA
"liverpool","21/03/2005",1.9
"richmond","22/03/2005",0.6
"chullora","22/03/2005",3.6
"earlwood","22/03/2005",1.5
"liverpool","22/03/2005",1
"chullora","23/03/2005",3.6
"earlwood","23/03/2005",3
"richmond","23/03/2005",1
"liverpool","23/03/2005",2.4
"liverpool","24/03/2005",3.2
"richmond","24/03/2005",1.5
"chullora","24/03/2005",5.4
"earlwood","24/03/2005",3.8
"earlwood","25/03/2005",5.1
"liverpool","25/03/2005",4.9
"richmond","25/03/2005",3.9
"chullora","25/03/2005",4.7
"earlwood","26/03/2005",3.1
"richmond","26/03/2005",2.7
"chullora","26/03/2005",3.2
"liverpool","26/03/2005",3.8
"liverpool","27/03/2005",4.8
"richmond","27/03/2005",NA
"chullora","27/03/2005",6.3
"earlwood","27/03/2005",4.6
"earlwood","28/03/2005",6.1
"liverpool","28/03/2005",5.9
"richmond","28/03/2005",3.2
"chullora","28/03/2005",5.6
"liverpool","29/03/2005",4.5
"richmond","29/03/2005",1.7
"chullora","29/03/2005",4.4
"earlwood","29/03/2005",3.6
"earlwood","30/03/2005",2.7
"richmond","30/03/2005",1
"liverpool","30/03/2005",3.4
"chullora","30/03/2005",4.9
"chullora","31/03/2005",6.7
"earlwood","31/03/2005",3.7
"liverpool","31/03/2005",3.6
"richmond","31/03/2005",0.4
"liverpool","01/04/2005",6
"earlwood","01/04/2005",6.1
"richmond","01/04/2005",NA
"chullora","01/04/2005",7.5
"liverpool","02/04/2005",12.9
"earlwood","02/04/2005",10.8
"richmond","02/04/2005",6.4
"chullora","02/04/2005",11.9
"liverpool","03/04/2005",10.1
"chullora","03/04/2005",11.4
"earlwood","03/04/2005",7.4
"richmond","03/04/2005",4
"richmond","04/04/2005",5.2
"earlwood","04/04/2005",7.5
"chullora","04/04/2005",8.9
"liverpool","04/04/2005",11.2
"earlwood","05/04/2005",3.7
"liverpool","05/04/2005",5.9
"richmond","05/04/2005",2.5
"chullora","05/04/2005",5.7
"earlwood","06/04/2005",4.3
"richmond","06/04/2005",3.7
"chullora","06/04/2005",6
"liverpool","06/04/2005",5.1
"richmond","07/04/2005",6.3
"chullora","07/04/2005",11.3
"liverpool","07/04/2005",11
"earlwood","07/04/2005",8.8
"earlwood","08/04/2005",6.1
"chullora","08/04/2005",7.5
"richmond","08/04/2005",6.2
"liverpool","08/04/2005",8.2
"richmond","09/04/2005",3.6
"chullora","09/04/2005",6.1
"liverpool","09/04/2005",7
"earlwood","09/04/2005",4
"chullora","10/04/2005",6.8
"liverpool","10/04/2005",7
"richmond","10/04/2005",4.2
"earlwood","10/04/2005",4.2
"liverpool","11/04/2005",9.7
"richmond","11/04/2005",9.1
"chullora","11/04/2005",10.1
"earlwood","11/04/2005",7
"liverpool","12/04/2005",4.1
"richmond","12/04/2005",3.2
"earlwood","12/04/2005",4.6
"chullora","12/04/2005",4
"liverpool","13/04/2005",5.6
"earlwood","13/04/2005",4.7
"chullora","13/04/2005",7
"richmond","13/04/2005",1.7
"chullora","14/04/2005",NA
"richmond","14/04/2005",5.4
"liverpool","14/04/2005",8.6
"earlwood","14/04/2005",6
"earlwood","15/04/2005",4
"liverpool","15/04/2005",7.2
"richmond","15/04/2005",6.2
"chullora","15/04/2005",5.9
"richmond","16/04/2005",4.7
"chullora","16/04/2005",6.1
"liverpool","16/04/2005",5.1
"earlwood","16/04/2005",4.9
"liverpool","17/04/2005",4.4
"chullora","17/04/2005",5.5
"richmond","17/04/2005",3.8
"earlwood","17/04/2005",4.8
"liverpool","18/04/2005",8.6
"richmond","18/04/2005",6.1
"earlwood","18/04/2005",8.5
"chullora","18/04/2005",11.7
"chullora","19/04/2005",11.5
"richmond","19/04/2005",8.2
"liverpool","19/04/2005",9.3
"earlwood","19/04/2005",7.7
"chullora","20/04/2005",7.6
"earlwood","20/04/2005",6
"richmond","20/04/2005",5.2
"liverpool","20/04/2005",6.6
"earlwood","21/04/2005",8.4
"liverpool","21/04/2005",7.2
"chullora","21/04/2005",NA
"richmond","21/04/2005",3.3
"chullora","22/04/2005",5.8
"liverpool","22/04/2005",7.3
"earlwood","22/04/2005",9.7
"richmond","22/04/2005",2.7
"liverpool","23/04/2005",9
"earlwood","23/04/2005",9.3
"richmond","23/04/2005",5.2
"chullora","23/04/2005",6.4
"liverpool","24/04/2005",10.8
"chullora","24/04/2005",7.7
"earlwood","24/04/2005",9.4
"richmond","24/04/2005",8.9
"liverpool","25/04/2005",14.9
"earlwood","25/04/2005",13.7
"chullora","25/04/2005",10
"richmond","25/04/2005",10.1
"earlwood","26/04/2005",17.1
"liverpool","26/04/2005",19.4
"richmond","26/04/2005",14.1
"chullora","26/04/2005",17
"earlwood","27/04/2005",9.7
"chullora","27/04/2005",9.2
"richmond","27/04/2005",10
"liverpool","27/04/2005",NA
"chullora","28/04/2005",13.3
"richmond","28/04/2005",NA
"liverpool","28/04/2005",NA
"earlwood","28/04/2005",9.8
"liverpool","29/04/2005",NA
"richmond","29/04/2005",NA
"chullora","29/04/2005",9
"earlwood","29/04/2005",10.5
"liverpool","30/04/2005",NA
"richmond","30/04/2005",10.7
"chullora","30/04/2005",NA
"earlwood","30/04/2005",8.4
"richmond","01/05/2005",NA
"liverpool","01/05/2005",2.3
"chullora","01/05/2005",NA
"earlwood","01/05/2005",4.1
"chullora","02/05/2005",NA
"richmond","02/05/2005",6.6
"liverpool","02/05/2005",5.4
"earlwood","02/05/2005",6.3
"richmond","03/05/2005",3.5
"liverpool","03/05/2005",13.2
"chullora","03/05/2005",6.6
"earlwood","03/05/2005",7.4
"richmond","04/05/2005",4.3
"chullora","04/05/2005",5.4
"earlwood","04/05/2005",6.9
"liverpool","04/05/2005",7.8
"chullora","05/05/2005",7.1
"richmond","05/05/2005",2.4
"liverpool","05/05/2005",7.2
"earlwood","05/05/2005",10.6
"liverpool","06/05/2005",10.8
"earlwood","06/05/2005",9.2
"chullora","06/05/2005",8.8
"richmond","06/05/2005",5.2
"liverpool","07/05/2005",6.3
"richmond","07/05/2005",5.2
"chullora","07/05/2005",4.8
"earlwood","07/05/2005",5.4
"earlwood","08/05/2005",7.5
"chullora","08/05/2005",6.3
"liverpool","08/05/2005",7.5
"richmond","08/05/2005",3.4
"earlwood","09/05/2005",NA
"liverpool","09/05/2005",9
"richmond","09/05/2005",4.8
"chullora","09/05/2005",9.4
"earlwood","10/05/2005",12.7
"richmond","10/05/2005",NA
"chullora","10/05/2005",11.8
"liverpool","10/05/2005",13.2
"chullora","11/05/2005",11.3
"richmond","11/05/2005",NA
"liverpool","11/05/2005",13.5
"earlwood","11/05/2005",13.2
"liverpool","12/05/2005",11.9
"earlwood","12/05/2005",8.8
"chullora","12/05/2005",9.1
"richmond","12/05/2005",NA
"richmond","13/05/2005",6
"earlwood","13/05/2005",5.9
"liverpool","13/05/2005",8
"chullora","13/05/2005",8.2
"richmond","14/05/2005",NA
"chullora","14/05/2005",5.6
"earlwood","14/05/2005",5.8
"liverpool","14/05/2005",6.7
"earlwood","15/05/2005",6.9
